"GeneName","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"BMT2",745.600415741962,-0.698947309542445,0.101196176283952,-6.90685493472828,4.95516172168892e-12,3.30378607750674e-11
"SPG21",1603.0634690695,-0.520976870206803,0.0754349108249642,-6.9063098837043,4.97422786550292e-12,3.3155090535677e-11
"MYO1C",1180.23042255346,0.550198239317958,0.0796980740427489,6.90353243696754,5.07250670280744e-12,3.38000752239247e-11
"TPCN1",252.505973548524,1.14882114192758,0.16643603116267,6.90247859133794,5.11029257706022e-12,3.40417075423901e-11
"DGAT2",323.810294876537,1.16444573996176,0.168731274335873,6.90118500286935,5.15705182495751e-12,3.43327230372283e-11
"SMYD3",1361.16799626098,0.511316961566458,0.0741336529706983,6.8972314337263,5.30257594463213e-12,3.52805209248537e-11
"ICAM5",234.036640472647,1.23017356566809,0.178419083254579,6.89485420072923,5.39200759604017e-12,3.58542034406135e-11
"VSTM5",186.67814201027,-1.3706311995653,0.198981164878044,-6.88824593224874,5.64845019771286e-12,3.75036284814869e-11
"PTGS1",140.447823335885,1.56429902539642,0.227254559647829,6.88346595914544,5.84135615791608e-12,3.87729339985941e-11
"DNAL4",709.585603137665,-0.711362908452275,0.103371386472417,-6.88162297834798,5.91744574343972e-12,3.92546734699123e-11
"CEP20",896.567748859556,0.611671058179377,0.0889895540130507,6.8735152677546,6.26388018150752e-12,4.1491244272825e-11
"GLT6D1",56.8729657573193,-2.59509412341449,0.377694567305393,-6.87088019806271,6.38069640115284e-12,4.2239983373627e-11
"VASP",1106.36002192376,0.556221444987783,0.0809898035953579,6.86779594832434,6.52013909490044e-12,4.3150307560536e-11
"MIR3667HG",42.9234425987804,-3.43366140784219,0.50009313833235,-6.86604383193969,6.60068004066958e-12,4.36703961601316e-11
"CNTN4",919.155722075955,-0.647690402329184,0.0944190600081162,-6.85974211428825,6.898496771283e-12,4.5586784252337e-11
"DHRS1",502.707149374265,-0.90794745752683,0.13249313581269,-6.8527886517112,7.24240494925758e-12,4.78311194476826e-11
"XPC",1021.97099405606,0.58909305089126,0.0859678806959442,6.85247846198275,7.25813173683984e-12,4.79208230979715e-11
"TTYH1",350.885060522332,-1.00015660903894,0.145963345350076,-6.85210801821637,7.27695728851077e-12,4.80309268874563e-11
"DHX37",1136.69834096401,0.630604971974942,0.0920750445122061,6.84881528231403,7.44640711961584e-12,4.91058579865136e-11
